SIGLA_UF;CODIGO_CARGO;DESCRICAO_CARGO;NOME_CANDIDATO;SEQUENCIAL_CANDIDATO;COD_SITUACAO_CANDIDATURA;DES_SITUACAO_CANDIDATURA;NUMERO_PARTIDO;CODIGO_LEGENDA;CODIGO_OCUPACAO;DESCRICAO_OCUPACAO;IDADE_DATA_ELEICAO;CODIGO_SEXO;DESCRICAO_SEXO;COD_GRAU_INSTRUCAO;DESCRICAO_GRAU_INSTRUCAO;CODIGO_ESTADO_CIVIL;DESCRICAO_ESTADO_CIVIL;CODIGO_COR_RACA;DESCRICAO_COR_RACA;CODIGO_NACIONALIDADE;DESCRICAO_NACIONALIDADE;DESPESA_MAX_CAMPANHA;COD_SIT_TOT_TURNO;DESC_SIT_TOT_TURNO;VALOR_BEM;VALOR_RECEITA
SP;7;DEPUTADO ESTADUAL;UZIEL FERREIRA DO NASCIMENTO;2.5E+11;2;DEFERIDO;44;2.5E+11;999;OUTROS;55;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;4;N«O ELEITO;147000;602
SP;6;DEPUTADO FEDERAL;LIRO DE SOUSA MAIA;2.5E+11;2;DEFERIDO;14;2.5E+11;169;COMERCIANTE;58;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;408064.91;45593.95
SP;6;DEPUTADO FEDERAL;MERCEDES BATISTA GENEBRA;2.5E+11;2;DEFERIDO;51;2.5E+11;266;PROFESSOR DE ENSINO MêDIO;49;4;FEMININO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;7000000;4;N«O ELEITO;64250;54
SP;7;DEPUTADO ESTADUAL;BARTOLOMEU FERREIRA LIMA;2.5E+11;2;DEFERIDO;50;2.5E+11;265;PROFESSOR DE ENSINO FUNDAMENTAL;48;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;500000;5;SUPLENTE;6200;1095.45
SP;6;DEPUTADO FEDERAL;SANTOS GARCIA JUNIOR;2.5E+11;2;DEFERIDO;33;2.5E+11;125;ADMINISTRADOR;54;2;MASCULINO;6;ENSINO MêDIO COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;6000000;5;SUPLENTE;230993.19;4538.5
SP;6;DEPUTADO FEDERAL;WALTER LUIZ DE AZEVEDO;2.5E+11;2;DEFERIDO;44;2.5E+11;394;AUXILIAR DE ESCRIT‡RIO E ASSEMELHADOS;50;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;4;N«O ELEITO;159210.38;4560
SP;7;DEPUTADO ESTADUAL;ANALICE FERNANDES;2.5E+11;2;DEFERIDO;45;2.5E+11;277;DEPUTADO;53;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;2;ELEITO POR QP;1920642.22;1557704.04
SP;6;DEPUTADO FEDERAL;VIVIAN ALBUQUERQUE Sµ;2.5E+11;2;DEFERIDO;77;2.5E+11;161;PRODUTOR DE ESPETµCULOS PÈBLICOS;38;4;FEMININO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;6000000;5;SUPLENTE;26000;43573.7
SP;7;DEPUTADO ESTADUAL;MARCOS ANTONIO ZERBINI;2.5E+11;2;DEFERIDO;45;2.5E+11;277;DEPUTADO;51;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;3;ELEITO POR MêDIA;663918.21;581628.62
SP;7;DEPUTADO ESTADUAL;MOZART ABAETE PERUIBE RUSSOMANNO;2.5E+11;2;DEFERIDO;10;2.5E+11;257;EMPRESµRIO;54;2;MASCULINO;6;ENSINO MêDIO COMPLETO;7;SEPARADO(A) JUDICIALMENTE;1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;1302942;1518
SP;7;DEPUTADO ESTADUAL;ADRIANA DE MAGALH«ES GOUV“A;2.5E+11;2;DEFERIDO;11;2.5E+11;132;PSIC‡LOGO;55;4;FEMININO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;1253203.23;148350
SP;7;DEPUTADO ESTADUAL;OSVALDO MARTINS;2.5E+11;2;DEFERIDO;17;2.5E+11;999;OUTROS;49;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;1200000;9559.92
SP;7;DEPUTADO ESTADUAL;MARCO ANTONIO RICCIARDELLI;2.5E+11;2;DEFERIDO;14;2.5E+11;278;VEREADOR;54;2;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;264158.35;24085.4
SP;6;DEPUTADO FEDERAL;ANDRê LUIZ MIRAGAIA MENDES;2.5E+11;2;DEFERIDO;43;2.5E+11;264;BIOMêDICO;53;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;191088.39;24620
SP;6;DEPUTADO FEDERAL;T∂NIA DE CARVALHO FINOTO;2.5E+11;2;DEFERIDO;14;2.5E+11;278;VEREADOR;34;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;14801.85;9438.9
SP;7;DEPUTADO ESTADUAL;NELSON ATTILA RUSSOMANNO;2.5E+11;2;DEFERIDO;14;2.5E+11;298;SERVIDOR PÈBLICO MUNICIPAL;56;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;475190.54;27684.33
SP;6;DEPUTADO FEDERAL;AMELIA NAOMI OMURA;2.5E+11;2;DEFERIDO;13;2.5E+11;134;ASSISTENTE SOCIAL;54;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);4;AMARELA;1;BRASILEIRA NATA;10000000;5;SUPLENTE;151905.1;1201076.26
SP;6;DEPUTADO FEDERAL;FRANCISCO EVERARDO OLIVEIRA SILVA;2.5E+11;2;DEFERIDO;22;2.5E+11;277;DEPUTADO;49;2;MASCULINO;2;L“ E ESCREVE;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3500000;2;ELEITO POR QP;531913.67;983590
SP;7;DEPUTADO ESTADUAL;EDISON FLORES LIMA FILHO;2.5E+11;2;DEFERIDO;65;2.5E+11;292;AGENTE ADMINISTRATIVO;47;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;2;BRASILEIRA (NATURALIZADA);5000000;5;SUPLENTE;200000;130176.82
SP;6;DEPUTADO FEDERAL;FRANCISCO MIGUEL NETO;2.5E+11;2;DEFERIDO;14;2.5E+11;125;ADMINISTRADOR;38;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;100500;71801.8
SP;6;DEPUTADO FEDERAL;JORGE TADEU MUDALEN;2.5E+11;2;DEFERIDO;25;2.5E+11;277;DEPUTADO;59;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;6000000;2;ELEITO POR QP;3891499.86;1830842.37
SP;6;DEPUTADO FEDERAL;GUILHERME MUSSI FERREIRA;2.5E+11;2;DEFERIDO;11;2.5E+11;257;EMPRESµRIO;31;2;MASCULINO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;8000000;2;ELEITO POR QP;67517.51;4070049
SP;6;DEPUTADO FEDERAL;GILBERTO NASCIMENTO SILVA;2.5E+11;2;DEFERIDO;20;2.5E+11;131;ADVOGADO;58;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3500000;2;ELEITO POR QP;1267903.52;774832.83
SP;7;DEPUTADO ESTADUAL;MAURICIO RODRIGUES SERRANO;2.5E+11;2;DEFERIDO;44;2.5E+11;296;SERVIDOR PÈBLICO FEDERAL;39;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;4;N«O ELEITO;388751.4;192.5
SP;7;DEPUTADO ESTADUAL;JO«O CARLOS MERLIM;2.5E+11;2;DEFERIDO;15;2.5E+11;131;ADVOGADO;50;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3000000;5;SUPLENTE;525000;12512.28
SP;7;DEPUTADO ESTADUAL;SAMUEL ANTONIO ZANFERDINI;2.5E+11;2;DEFERIDO;15;2.5E+11;297;SERVIDOR PÈBLICO ESTADUAL;47;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3000000;5;SUPLENTE;1146682.68;283160.71
SP;6;DEPUTADO FEDERAL;DIEGO RODRIGO AMADOR BUENO DE CAMARGO E BELFORT ORTIZ MONTEIRO;2.5E+11;2;DEFERIDO;20;2.5E+11;257;EMPRESµRIO;37;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3500000;5;SUPLENTE;361500;185273.49
SP;7;DEPUTADO ESTADUAL;ADAIL LEITE DA SILVA;2.5E+11;2;DEFERIDO;22;2.5E+11;169;COMERCIANTE;51;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2500000;5;SUPLENTE;266000;3288
SP;6;DEPUTADO FEDERAL;RICARDO YOSHIO;2.5E+11;2;DEFERIDO;10;2.5E+11;111;MêDICO;61;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;6000000;5;SUPLENTE;47640.28;67823.86
SP;7;DEPUTADO ESTADUAL;MOISES  HENRIQUE SILVEIRA MURADI;2.5E+11;2;DEFERIDO;65;2.5E+11;235;PROFESSOR E INSTRUTOR DE FORMAÄ«O PROFISSIONAL;49;2;MASCULINO;7;SUPERIOR INCOMPLETO;9;DIVORCIADO(A);3;PARDA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;55000;45031.38
SP;6;DEPUTADO FEDERAL;RAFAEL MARMO;2.5E+11;2;DEFERIDO;50;2.5E+11;132;PSIC‡LOGO;56;2;MASCULINO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;700000;5;SUPLENTE;127000;2890.4
SP;7;DEPUTADO ESTADUAL;CARLOS ALBERTO MARIANO;2.5E+11;2;DEFERIDO;31;2.5E+11;266;PROFESSOR DE ENSINO MêDIO;43;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;472599.38;2918.5
SP;6;DEPUTADO FEDERAL;MARCOS ROGêRIO DE CAMPOS CAMARGO;2.5E+11;2;DEFERIDO;10;2.5E+11;125;ADMINISTRADOR;43;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;6000000;5;SUPLENTE;398949.53;391324.48
SP;7;DEPUTADO ESTADUAL;MARCOS HOFLING;2.5E+11;2;DEFERIDO;31;2.5E+11;403;"CORRETOR DE IM‡VEIS	 SEGUROS	 T÷TULOS E VALORES";51;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;1278593.36;70397.39
SP;7;DEPUTADO ESTADUAL;RAFAEL LUIZ PAVARINI DE CAMARGO;2.5E+11;2;DEFERIDO;15;2.5E+11;111;MêDICO;35;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3000000;5;SUPLENTE;502295.96;201870.27
SP;7;DEPUTADO ESTADUAL;JOSE LEONARDO DE MOURA COUTINHO FILHO;2.5E+11;2;DEFERIDO;45;2.5E+11;171;JORNALISTA E REDATOR;36;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;20020;228919.46
SP;7;DEPUTADO ESTADUAL;JULIO DA SILVA ALVES;2.5E+11;2;DEFERIDO;65;2.5E+11;297;SERVIDOR PÈBLICO ESTADUAL;47;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;200000;17837.02
SP;6;DEPUTADO FEDERAL;GERALDO ALVES DIONISIO;2.5E+11;2;DEFERIDO;13;2.5E+11;230;PEDAGOGO;56;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;10000000;5;SUPLENTE;146806.96;5240
SP;7;DEPUTADO ESTADUAL;CALEB SOARES DA SILVA;2.5E+11;2;DEFERIDO;20;2.5E+11;142;PROFESSOR DE ENSINO SUPERIOR;78;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2500000;5;SUPLENTE;720000;14054.4
SP;7;DEPUTADO ESTADUAL;TERESA KIYOKO ARAGAKI;2.5E+11;2;DEFERIDO;23;2.5E+11;265;PROFESSOR DE ENSINO FUNDAMENTAL;57;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);4;AMARELA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;50000;2211.1
SP;7;DEPUTADO ESTADUAL;FERNANDO CAPEZ;2.5E+11;2;DEFERIDO;45;2.5E+11;999;OUTROS;50;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;2;ELEITO POR QP;4960727.4;1777786.07
SP;6;DEPUTADO FEDERAL;ROBERTO JOAO PEREIRA FREIRE;2.5E+11;2;DEFERIDO;23;2.5E+11;277;DEPUTADO;72;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;6000000;5;SUPLENTE;283952.58;1957914.46
SP;6;DEPUTADO FEDERAL;ANTONIO CARLOS DELA COLETA;2.5E+11;2;DEFERIDO;31;2.5E+11;125;ADMINISTRADOR;66;2;MASCULINO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;4;N«O ELEITO;78444.45;6403.55
SP;6;DEPUTADO FEDERAL;MARCOS EDMILSON EVANGELISTA;2.5E+11;2;DEFERIDO;27;2.5E+11;169;COMERCIANTE;32;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);2;PRETA;1;BRASILEIRA NATA;2500000;4;N«O ELEITO;44000;3139.5
SP;7;DEPUTADO ESTADUAL;ALICIO HONORIO DE ANDRADE;2.5E+11;2;DEFERIDO;19;2.5E+11;257;EMPRESµRIO;60;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;814687.35;16946.27
SP;6;DEPUTADO FEDERAL;MARIA GORETE DA SILVA AQUINO;2.5E+11;2;DEFERIDO;27;2.5E+11;257;EMPRESµRIO;47;4;FEMININO;7;SUPERIOR INCOMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2500000;4;N«O ELEITO;400800;1115
SP;7;DEPUTADO ESTADUAL;WENDELL MARCEL LOPES;2.5E+11;2;DEFERIDO;65;2.5E+11;403;"CORRETOR DE IM‡VEIS	 SEGUROS	 T÷TULOS E VALORES";40;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;35000;16937.02
SP;7;DEPUTADO ESTADUAL;JOSê AFONSO LOBATO;2.5E+11;2;DEFERIDO;43;2.5E+11;277;DEPUTADO;54;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;2;ELEITO POR QP;584204.56;263419.5
SP;7;DEPUTADO ESTADUAL;LUIS SANTOS PEREIRA FILHO;2.5E+11;2;DEFERIDO;90;2.5E+11;278;VEREADOR;58;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3000000;4;N«O ELEITO;186000;60517.09
SP;6;DEPUTADO FEDERAL;JONES RAFAEL REINAUER ONG;2.5E+11;2;DEFERIDO;14;2.5E+11;257;EMPRESµRIO;39;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;242000;7782.65
SP;6;DEPUTADO FEDERAL;EVA DA CONCEIÄ«O RODRIGUES DE SOUSA;2.5E+11;2;DEFERIDO;50;2.5E+11;531;MOTORISTA DE VE÷CULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;48;4;FEMININO;6;ENSINO MêDIO COMPLETO;9;DIVORCIADO(A);3;PARDA;1;BRASILEIRA NATA;700000;5;SUPLENTE;465000;1510
SP;7;DEPUTADO ESTADUAL;JOSE WELINGTON DOS REIS SILVA;2.5E+11;2;DEFERIDO;40;2.5E+11;131;ADVOGADO;53;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);2;PRETA;1;BRASILEIRA NATA;3000000;5;SUPLENTE;717000;3470
SP;7;DEPUTADO ESTADUAL;FERNANDO EMANUEL CORREIA;2.5E+11;2;DEFERIDO;14;2.5E+11;215;ARTISTA PLµSTICO E ASSEMELHADOS;32;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;520414;3955.81
SP;6;DEPUTADO FEDERAL;RAIMUNDO NONATO DOS SANTOS SOUZA;2.5E+11;2;DEFERIDO;36;2.5E+11;999;OUTROS;47;2;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;6000000;5;SUPLENTE;1170000;845
SP;7;DEPUTADO ESTADUAL;DIANA BARBOSA DE PINHO;2.5E+11;2;DEFERIDO;33;2.5E+11;303;GERENTE;32;4;FEMININO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;80000;1955.15
SP;7;DEPUTADO ESTADUAL;NILSON BONOME;2.5E+11;2;DEFERIDO;15;2.5E+11;257;EMPRESµRIO;40;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3000000;5;SUPLENTE;734044.3;704972.5
SP;7;DEPUTADO ESTADUAL;EDISON RIBEIRO;2.5E+11;2;DEFERIDO;17;2.5E+11;278;VEREADOR;56;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;199668.98;35872.66
SP;7;DEPUTADO ESTADUAL;ADRIANA TOMAZ DE ARAUJO;2.5E+11;2;DEFERIDO;43;2.5E+11;581;DONA DE CASA;39;4;FEMININO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;975000;4694.38
SP;6;DEPUTADO FEDERAL;MAURO BERNARDO PERFETTO;2.5E+11;2;DEFERIDO;22;2.5E+11;101;ENGENHEIRO;48;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3500000;5;SUPLENTE;670591.15;5462.8
SP;6;DEPUTADO FEDERAL;ANTONIO CARLOS MARTINS DE BULHÂES;2.5E+11;2;DEFERIDO;10;2.5E+11;277;DEPUTADO;46;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;6000000;2;ELEITO POR QP;2162559.44;232500.2
SP;7;DEPUTADO ESTADUAL;ELIAS ANTONIO DOS SANTOS;2.5E+11;2;DEFERIDO;50;2.5E+11;235;PROFESSOR E INSTRUTOR DE FORMAÄ«O PROFISSIONAL;41;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;500000;5;SUPLENTE;102300;2495
SP;7;DEPUTADO ESTADUAL;IVETA DE SOUZA ALVES;2.5E+11;2;DEFERIDO;31;2.5E+11;581;DONA DE CASA;57;4;FEMININO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;17907.53;455
SP;7;DEPUTADO ESTADUAL;MARCO AURêLIO DOS SANTOS NEVES;2.5E+11;2;DEFERIDO;43;2.5E+11;125;ADMINISTRADOR;39;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;2;ELEITO POR QP;433000;867312.07
SP;6;DEPUTADO FEDERAL;SUZETE CHAFFIN;2.5E+11;2;DEFERIDO;50;2.5E+11;266;PROFESSOR DE ENSINO MêDIO;58;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);2;PRETA;1;BRASILEIRA NATA;700000;5;SUPLENTE;150000;14850
SP;7;DEPUTADO ESTADUAL;PATRICIA KIYOMI TANI;2.5E+11;2;DEFERIDO;27;2.5E+11;125;ADMINISTRADOR;40;4;FEMININO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;1500000;4;N«O ELEITO;60000;1692.5
SP;7;DEPUTADO ESTADUAL;JOSE ANTONIO DA SILVA;2.5E+11;2;DEFERIDO;13;2.5E+11;278;VEREADOR;46;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;275000;483345.98
SP;6;DEPUTADO FEDERAL;ANTONIO GOULART DOS REIS;2.5E+11;2;DEFERIDO;55;2.5E+11;278;VEREADOR;60;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;7000000;3;ELEITO POR MêDIA;640381.49;947085.43
SP;7;DEPUTADO ESTADUAL;PAULAVERGINIA DE OLIVEIRA;2.5E+11;2;DEFERIDO;12;2.5E+11;401;"SUPERVISOR	 INSPETOR E AGENTE DE COMPRAS E VENDAS";54;4;FEMININO;6;ENSINO MêDIO COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;30000;10123
SP;6;DEPUTADO FEDERAL;CELSO DA COSTA TORRES;2.5E+11;2;DEFERIDO;13;2.5E+11;266;PROFESSOR DE ENSINO MêDIO;48;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;10000000;5;SUPLENTE;160000;34612.36
SP;7;DEPUTADO ESTADUAL;MICHEL PEREIRA DA SILVA;2.5E+11;2;DEFERIDO;14;2.5E+11;301;DIRETOR DE EMPRESAS;44;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;440000;905.5
SP;7;DEPUTADO ESTADUAL;MARIO MARCOVICCHIO;2.5E+11;2;DEFERIDO;43;2.5E+11;131;ADVOGADO;56;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;776100;3400
SP;6;DEPUTADO FEDERAL;JAILSON GOMES DE MEDEIROS;2.5E+11;2;DEFERIDO;31;2.5E+11;303;GERENTE;45;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;5000000;4;N«O ELEITO;136801.23;8868.45
SP;6;DEPUTADO FEDERAL;RAUL BUENO ROSA JUNIOR;2.5E+11;2;DEFERIDO;44;2.5E+11;169;COMERCIANTE;53;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;4;N«O ELEITO;92229;4530
SP;7;DEPUTADO ESTADUAL;LUIZ ROBERTO NOGUEIRA JUNIOR;2.5E+11;2;DEFERIDO;22;2.5E+11;278;VEREADOR;34;2;MASCULINO;7;SUPERIOR INCOMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;2500000;5;SUPLENTE;3500;12536
SP;7;DEPUTADO ESTADUAL;LÈCIA DAS DORES SILVA NICOLATTI;2.5E+11;2;DEFERIDO;12;2.5E+11;266;PROFESSOR DE ENSINO MêDIO;49;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;47000;22621.39
SP;7;DEPUTADO ESTADUAL;PAULO MATHIAS DE TARSO;2.5E+11;2;DEFERIDO;45;2.5E+11;931;"ESTUDANTE	 BOLSISTA	 ESTAGIµRIO E ASSEMELHADOS";23;2;MASCULINO;7;SUPERIOR INCOMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;23305;221657.67
SP;7;DEPUTADO ESTADUAL;EVERALDO DE MORAIS SANTANA;2.5E+11;2;DEFERIDO;15;2.5E+11;999;OUTROS;47;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3000000;5;SUPLENTE;61740;22427.06
SP;7;DEPUTADO ESTADUAL;AIRTON SOARES DA SILVA;2.5E+11;2;DEFERIDO;27;2.5E+11;163;CANTOR E COMPOSITOR;55;2;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1500000;4;N«O ELEITO;6714;8538.9
SP;7;DEPUTADO ESTADUAL;JOSê ROBERTO NAZELLO DE ALVARENGA TRIPOLI;2.5E+11;2;DEFERIDO;43;2.5E+11;278;VEREADOR;60;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;2;ELEITO POR QP;2747611;1634700
SP;7;DEPUTADO ESTADUAL;EDUARDO DUARTE DO NASCIMENTO;2.5E+11;2;DEFERIDO;31;2.5E+11;999;OUTROS;48;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;150002;61256
SP;7;DEPUTADO ESTADUAL;LUIZ ALBERTO ROMANO;2.5E+11;2;DEFERIDO;14;2.5E+11;121;ECONOMISTA;62;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;915523.54;37173.94
SP;7;DEPUTADO ESTADUAL;ANTONIO GOMES DA SILVA;2.5E+11;2;DEFERIDO;31;2.5E+11;512;CABELEIREIRO E BARBEIRO;54;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);2;PRETA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;89000;2288
